Comment,Sentiment,Food,Service,Value,Ambience,Cleanliness,Amenities,Hospitality,Location,Front-Desk,Room
"The location was perfect , close to recreation and official purposes. The rooms were quite large compared to any other hotel. They were suites, not rooms. I got a room which had a kitchen are, separate wardrobe, separate sitting area with TV and the bedroom with another TV. The staff was quite courteous and professional. Highly recommended. This is my hotel in BLR for next visit.  ",1,3,3,3,3,3,3,1,1,3,1
"This was my second visit, hence it shows that the hotel and its facilities are good, cleanliness, hygiene and courtesy of staff is very good. The breakfast spread is good and so is the buffet spread. It is very reasonably priced. It is good value for money.",1,1,3,1,3,1,3,1,3,3,3
"The hotel was conveniently located in the city. It was very near to St. Johns Hospital. The room was very spacious and well maintained. Rooms were provided with all amenities. Most of all, the internet was free. The staff was very courteous and helpful. Next time, if I visit Bengaluru, I would like to stay again in same hotel.  ",1,3,3,3,3,3,1,1,1,3,1
The reception was on the fourth floor. Value for the money I paid.,1,3,3,1,3,3,3,3,3,0,3
"This is the second time I stayed in Davanam. Both the times I was in Bangalore for leisure trips, and I cannot think of any other place other than Davanam Sarovar Portico Suites. Absolute value for your money, maybe even more. Location is perfect, so is the service. When it comes to food, you can get almost everything that you desire for.  ",1,1,3,1,3,3,3,3,1,3,3
"The check in was unpleasant. And he was negative. Had to pay for second bed extra. Toilet floor not clean, poor plumbing works. The windows sills not cleaned for years. Full of dust depositions. Lighting is very poor. Mirror light is flickering. Requires maintenance.",2,3,3,3,3,2,3,3,3,2,2
"I was here with my girlfriend for the weekend, very nice service, nice rooms and very good breakfast buffet. I was really satisfied an will definitely come back to this hotel when I am travelling to Bangalore. Even the security guard was good enough to welcome us.",1,1,3,3,3,3,3,1,3,3,1
"Ideally located for my purpose, with shopping next door. The rooms are big with good amenities, WiFi etc. Good value for money. I recommend to make early booking through MakeMyTrip website for getting good deals. The food is also reasonably priced.",1,1,3,1,3,3,1,3,3,3,1
"Room was surprisingly upgraded from executive to deluxe and was huge. It incur no extra cost. Staff was very cordial and warm to welcome our needs. Food was kinda okay, but so was the price.",1,0,3,3,3,3,3,1,3,3,1
The health club was not functional since there is only one tread mill and it was non functional. There is only one lift in one corner and hence it is quite a walk on the corridor. The staff was nice and courteous and the ambiance of the restaurant was good.,1,3,3,3,1,3,2,1,3,3,3
"Amazing stay for business and meetings. Location is just out of the place but it can be well managed with the time and planning. At this price it is a good deal for stay in centre and luxury. A time line experience, I would like to recommend to everyone for stay.",1,3,3,1,3,3,3,3,0,3,3
"Very spacious room, value for money. Front desk is helpful, it was my 2nd stay. I would love to stay again next when I am in Bangalore. The only thing disappointed us is that the room has not sufficient lights. Please fix the lightening issue.",1,3,3,1,3,3,3,3,3,1,0
We enjoyed staying at Dawanam. It was great experience.,1,3,3,3,3,3,3,3,3,3,3
"Thank you Davanam Sarovar Portico Suits to make my stay at Bangalore so comfortable. I really enjoyed the hospitality and overall ambiance of your hotel. The Executive suite I stayed in, was so much neat and clean. I like the interior and the lighting. The dinner was awesome and so was the breakfast. I am sure, Davanam Portico would be the place, I am going to stay whenever I visit Bangalore again. Thank you guys.   ",1,1,3,3,1,1,3,1,3,3,1
It was a good stay. The rooms were having good ambiance and it was neat and clean. The reception formalities also went fast both in check in and check out. The staff hospitality was also nice. But the breakfast could have been better. Altogether a good experience.,1,0,3,3,1,1,3,1,3,1,1
"It is an absolutely good place to say. And MakeMyTrip discounts make the place worth more than what we pay. Inside the total mall, leas us feel private at times and located little outside the city. I absolutely recommend this to my family and friends.",1,3,3,3,3,3,3,3,0,3,3
Upgraded me to premier suite. It was a 2 bedroom apartment. It was huge. One of the biggest hotel room I have ever seen. The location is so so but the room and overall hospitality makes up for it. The food is also good. The mini bar is very reasonable priced.,1,1,3,1,3,3,3,1,0,3,1
"I stayed for two days. The executive room was very roomy and well laid. Cleanliness excellent. Had breakfast, lunch and dinner. Even though the A la carte did not have a large selection, whatever was available was excellent. I would recommend this hotel for business or pleasure stay.  ",1,1,3,3,3,1,3,3,3,3,1
Good in every aspect. Delicious food and excellent room. Staffs are real friendly and cooperative. I highly recommend this hotel for lavish and super comfortable stay in perfect price. This is the best hotel. I love it. Surely value for money.,1,1,3,1,3,3,3,1,3,3,1
"This property is located in a good place, but because of the vegetable market there is too much of rush, the hotel is clean, rooms are big and I stayed here for my last three trips. Very well maintained.",1,3,3,3,3,1,3,3,2,3,1
"To far from the city and the traffic makes for ridiculous travel times 2.5 hours to the airport at peak traffic times, it is very convenient and closer to electronic city so for those with business there the hotel would be perfect. The rooms are large with a mini kitchen the service was quick and the overall stay was very pleasant.  ",1,3,3,3,3,3,3,3,0,3,1
It was a comforting and clean experience with decent size room and staff was courteous and prompt. Breakfast was good but surely a few continental varieties can be added. Would certainly recommend as this is good value for money I wish them all the best for times to come.  ,1,0,3,1,3,3,3,1,3,3,1
It is a good hotel in good location. It is fully closed hotel not having enough open space. It may be good for business visit. Not for family with kids as there are limited recreation. Still love to come back as business user. It is useful for people who drive from Chennai.  ,0,3,3,3,3,3,3,3,1,3,3
"The stay was nice and the front desk staffs were helpful with their good hospitality. I liked the ambiance of the room and the restaurant. The buffet breakfast was a treat with varieties. When I asked for a finger bowl, one of the employees at restaurant answered me like wash room is that way that was the only issue I had rest everything was fine.  ",1,1,3,3,3,3,3,0,3,1,3
"Davanam Sarovar is by far one the best luxury hotels in Bangalore. Located at the city center. The rooms were too clean and tidy and the suits are very spacious. Excellent hospitality and one of the best hotel which serves a perfect breakfast, enjoyed my stay here and hope to visit again. Certainly a best buy if you choose to stay here.  ",1,1,3,1,3,1,3,1,1,3,1
"It is simply excellent. Hotel rooms are superb. Bathrooms, 24 hours hot water. Polite staff. Extra ordinary breakfast. Swimming pool is under construction. WiFi. I suggest to stay anyone either business or a family can choose this hotel.",1,1,3,3,3,3,0,1,3,3,1
Good hotel and very helpful staff. Great work Davanam Sarovar Portico Suites.,1,3,3,3,3,3,3,1,3,3,3
